age;height_cm;weight_kg;overall;skill_moves;pace;shooting;passing;dribbling;defending;physic
25;180;75;69;2;69;68;49;70;26;59
26;174;66;69;2;74;48;58;68;68;66
24;171;68;69;3;88;60;61;71;61;63
27;189;80;69;3;77;72;65;75;40;67
27;178;69;69;3;69;63;69;70;65;75
27;180;70;69;2;77;42;62;66;66;75
27;174;73;69;2;69;52;61;69;67;70
27;196;87;69;2;56;43;48;47;70;77
27;167;61;69;3;88;64;54;80;28;50
26;175;73;69;3;80;63;67;69;67;67
26;185;84;69;2;68;39;50;52;71;76
27;180;68;69;2;76;25;56;61;69;70
26;190;85;69;2;68;58;63;63;67;77
27;192;80;69;3;77;69;58;66;32;71
27;184;74;69;3;79;64;70;71;27;59
26;183;81;69;2;62;27;50;48;70;70
26;191;82;69;2;46;51;50;53;66;83
27;180;74;69;4;75;64;67;72;45;65
27;181;72;69;2;75;60;71;73;66;68
27;174;70;69;4;67;67;68;72;26;48
24;181;85;69;2;74;60;66;67;65;71
25;172;77;69;2;58;54;65;61;63;76
27;189;80;69;2;60;35;38;42;72;73
27;188;82;69;2;33;34;46;52;71;67
27;173;65;69;4;72;61;73;77;39;49
27;175;74;69;3;76;61;66;71;65;74
27;183;79;69;2;82;69;46;68;31;70
27;186;79;69;2;59;48;40;54;70;72
27;174;65;69;3;82;47;66;70;66;72
25;189;85;69;2;63;26;42;32;70;77
37;178;75;69;3;60;69;70;68;54;58
31;171;68;69;3;92;53;57;75;46;66
35;184;77;69;3;63;68;64;69;32;69
33;178;76;69;4;68;66;68;74;28;59
29;168;68;69;2;73;61;67;74;43;61
35;186;78;69;2;39;46;60;61;70;70
33;182;79;69;2;37;73;63;62;46;79
34;174;66;69;2;68;41;64;62;69;67
33;180;87;69;3;54;69;72;65;69;67
32;174;70;69;2;50;50;71;65;71;70
33;183;80;69;2;62;62;68;64;67;70
34;171;62;69;2;61;48;67;50;70;62
29;184;73;69;3;63;70;66;69;33;59
31;173;70;69;3;68;67;70;67;47;57
29;178;73;69;3;78;58;68;72;35;59
32;186;81;69;2;44;45;54;48;67;71
32;177;73;69;3;78;55;63;74;53;64
32;185;77;69;2;41;38;42;48;72;70
32;193;88;69;2;53;60;64;58;68;83
31;183;70;69;3;69;65;70;69;48;68
35;187;82;69;3;73;69;67;68;38;76
36;176;76;69;2;59;36;56;56;69;75
34;183;70;69;3;55;73;68;68;34;62
32;187;83;69;2;53;36;52;44;70;72
35;183;73;69;2;62;64;70;66;50;68
36;186;82;69;2;42;46;54;51;69;75
31;181;75;69;3;63;69;72;70;44;54
34;169;68;69;3;71;69;59;70;40;61
33;190;90;69;2;35;38;48;45;70;71
33;174;72;69;3;67;67;75;74;50;61
30;179;75;69;2;67;71;45;62;39;68
31;173;65;69;3;53;66;62;70;41;63
33;180;71;69;2;71;54;68;66;69;70
33;178;75;69;2;79;44;62;63;67;73
31;175;79;69;2;70;71;55;62;31;73
33;183;82;69;2;42;57;69;63;64;70
29;178;72;69;3;69;68;64;69;46;68
30;185;70;69;3;81;65;58;68;31;71
29;193;86;69;3;76;66;65;72;31;74
31;187;76;69;2;55;38;37;41;70;73
32;175;69;69;3;68;43;65;67;68;64
31;177;79;69;3;68;67;65;72;37;67
34;169;64;69;3;69;57;71;73;64;54
34;176;62;69;2;56;57;66;66;68;75
29;176;67;69;3;77;62;68;71;38;64
31;178;74;69;2;51;52;64;61;68;72
32;183;78;69;3;72;64;70;72;57;76
34;167;67;69;2;54;62;71;70;60;68
30;184;85;69;2;68;68;63;64;40;74
31;185;85;69;2;34;46;51;46;67;84
32;183;82;69;2;38;35;49;52;68;75
31;176;70;69;2;74;67;68;71;60;61
36;176;73;69;2;63;41;59;60;66;69
31;183;81;69;2;73;51;54;60;66;78
32;169;67;69;2;78;59;68;69;66;66
32;170;78;69;2;75;70;69;72;57;67
29;185;74;69;3;49;71;75;65;63;69
32;183;81;69;2;73;70;69;68;32;69
31;182;77;69;2;53;59;65;62;63;79
31;171;70;69;2;81;61;60;75;34;65
31;179;75;69;2;61;37;59;53;68;79
31;184;74;69;3;71;63;69;71;29;58
31;186;82;69;2;58;39;52;49;71;70
32;191;84;69;2;53;50;46;50;70;73
30;181;73;69;2;74;33;63;68;69;71
32;164;63;69;3;82;63;60;76;27;45
28;190;86;69;2;49;76;49;59;34;61
31;182;78;69;3;73;70;66;69;44;75
31;178;67;69;3;39;62;77;62;33;60
31;186;77;69;2;65;60;68;68;64;72
30;175;75;69;2;70;47;59;58;70;69
30;182;71;69;2;63;54;64;59;69;72
35;175;76;69;2;60;76;62;70;28;50
32;177;75;69;3;73;69;54;64;38;64
30;180;75;69;2;67;59;69;69;68;72
28;185;77;69;2;60;42;55;40;69;73
32;172;67;69;4;65;66;68;73;37;57
33;180;79;69;2;46;46;42;49;69;69
28;178;72;69;4;75;68;66;73;36;63
29;175;70;69;3;78;66;67;69;47;65
29;182;72;69;2;53;56;63;62;69;73
29;180;78;69;3;66;65;70;72;45;57
34;170;70;69;3;59;65;71;68;60;68
31;178;74;69;4;75;62;67;70;38;57
29;180;70;69;3;76;69;67;69;43;68
32;176;77;69;2;69;68;63;67;34;72
30;170;71;69;2;74;64;69;69;64;74
31;180;76;69;2;71;44;66;69;68;73
29;180;79;69;4;75;68;50;78;34;57
35;190;87;69;2;59;60;60;50;71;81
31;184;82;69;2;59;42;46;55;67;76
38;172;76;69;2;48;65;72;69;76;63
27;171;70;69;4;80;63;65;72;45;68
30;171;74;69;3;71;62;67;67;62;70
28;173;68;69;2;77;65;66;69;68;72
32;183;76;69;3;71;67;61;68;33;72
27;172;65;69;3;76;59;68;73;66;69
29;191;83;69;2;47;46;56;57;70;77
30;178;76;69;3;69;56;71;71;44;60
29;183;82;69;2;74;69;58;64;40;73
29;180;79;69;3;76;66;72;68;63;64
33;174;72;69;3;71;68;66;72;36;65
32;182;80;69;2;46;42;51;48;68;75
33;180;75;69;2;65;63;66;68;68;67
28;178;69;69;2;60;66;70;69;64;69
30;187;85;69;3;55;71;58;62;48;76
31;180;76;69;2;68;58;68;68;64;71
29;188;79;69;2;74;45;57;60;70;72
28;175;70;69;3;65;69;59;68;41;71
28;183;87;69;2;53;72;62;68;35;74
27;181;70;69;2;72;70;61;71;30;66
28;175;65;69;4;73;65;69;74;43;57
32;178;76;69;2;57;43;59;54;69;74
28;186;72;69;2;67;31;43;49;70;77
28;186;82;69;3;62;71;72;73;36;60
31;188;79;69;2;63;62;68;63;60;73
28;175;75;69;3;78;60;65;72;32;58
31;177;74;69;3;67;61;65;74;37;55
29;184;78;69;3;79;67;63;72;36;68
33;187;82;69;2;61;36;45;45;70;76
31;163;65;69;3;89;66;63;72;37;52
31;182;76;69;2;79;60;67;66;63;77
29;173;73;69;2;72;58;66;69;67;71
32;186;78;69;2;66;47;50;51;71;73
29;168;72;69;3;83;49;67;70;65;79
28;171;62;69;3;70;64;71;69;29;47
29;175;75;69;3;84;63;60;75;32;65
28;175;69;69;2;77;53;65;72;68;67
33;182;86;69;2;67;45;50;52;70;75
31;171;68;69;2;65;39;64;62;68;63
29;178;74;69;3;58;70;74;73;47;61
32;172;67;69;3;81;65;65;69;32;65
33;182;72;69;2;70;61;57;56;66;72
31;185;87;69;2;50;71;55;62;33;71
28;185;79;69;2;53;40;55;48;69;75
31;173;67;69;3;63;63;67;76;28;52
34;175;72;69;2;55;46;53;58;75;74
30;183;75;69;2;57;38;50;42;69;76
28;190;90;69;2;54;44;50;46;69;73
31;180;70;69;3;66;70;75;70;45;62
29;177;76;69;3;75;69;62;71;41;57
30;188;78;69;2;63;56;57;56;70;74
29;181;75;69;2;61;36;50;44;70;71
27;184;75;69;2;81;59;66;68;68;66
27;188;83;69;3;71;68;68;73;32;63
30;181;87;69;2;73;56;50;56;65;82
32;187;86;69;2;58;54;55;50;68;81
28;180;74;69;3;68;57;63;55;70;72
29;184;78;69;3;73;38;56;60;71;78
27;168;65;69;3;69;71;64;72;31;37
27;177;70;69;3;84;50;65;73;26;54
28;184;81;69;2;79;36;41;46;72;71
31;179;77;69;2;79;60;69;68;57;73
29;182;78;69;3;66;54;70;70;64;78
27;172;73;69;2;75;55;63;68;68;74
31;183;80;69;3;70;69;64;69;39;68
28;171;62;69;3;91;69;62;75;33;52
29;175;74;69;4;73;62;67;74;40;62
28;178;78;69;2;57;72;72;71;67;71
29;187;82;69;2;65;69;50;65;34;78
32;177;80;69;2;56;50;62;63;67;74
27;183;80;69;2;68;52;70;66;63;76
30;184;78;69;2;70;39;55;53;74;75
29;172;68;69;2;69;59;70;70;60;69
28;192;82;69;2;47;44;58;52;69;68
30;188;83;69;3;82;70;51;62;32;68
30;171;63;69;4;58;59;71;75;29;50
29;186;79;69;2;62;30;43;41;69;81
34;193;86;69;2;29;34;37;35;73;70
30;181;80;69;3;75;69;59;69;40;84
33;184;82;69;2;47;30;50;52;71;64
28;174;79;69;3;77;61;66;68;66;76
32;187;78;69;2;65;71;55;65;36;76
28;192;84;69;2;53;59;63;51;71;75
28;187;82;69;2;68;43;49;53;69;77
31;165;63;69;3;90;64;60;76;27;46
28;185;79;69;2;58;30;44;45;70;75
27;166;68;69;3;82;57;68;70;68;65
28;162;65;69;3;74;64;63;75;28;60
28;180;70;69;2;77;55;63;63;68;73
28;185;71;69;2;68;57;63;64;65;83
29;177;73;69;2;61;45;61;60;66;78
31;184;90;69;3;68;68;58;65;42;76
31;184;83;69;2;54;40;49;45;71;68
28;178;66;69;2;72;59;65;62;69;67
31;194;82;69;2;48;49;55;52;71;78
29;182;79;69;2;79;66;63;69;29;75
28;185;79;69;2;78;53;64;64;66;72
28;174;72;69;3;77;66;65;71;29;60
28;184;80;69;2;79;32;58;65;67;76
29;194;86;69;2;55;31;52;40;72;76
28;186;79;69;3;74;59;65;70;64;77
25;186;74;69;2;45;52;56;49;73;80
35;177;80;69;3;64;72;60;66;29;61
29;181;76;69;3;73;65;70;70;33;56
29;188;72;69;2;65;67;63;63;64;81
28;168;66;69;3;76;53;66;69;62;72
29;186;79;69;2;55;33;41;49;74;70
28;183;78;69;3;82;67;51;66;31;77
29;182;78;69;2;76;42;50;54;67;80
28;174;78;69;4;90;61;63;75;50;56
28;185;83;69;2;55;43;47;37;69;73
31;191;90;69;2;33;35;41;35;71;73
26;170;68;69;3;80;67;66;73;30;55
36;179;80;69;2;69;54;65;65;70;70
32;186;81;69;2;73;44;40;34;70;75
28;175;68;69;4;73;61;68;74;38;52
30;176;61;69;3;83;63;64;70;42;63
31;183;79;69;3;75;67;75;72;29;75
28;188;93;69;2;34;31;35;34;69;82
29;188;75;69;2;48;50;50;46;69;78
34;180;82;69;2;60;71;59;63;31;69
31;176;77;69;2;42;31;39;40;70;74
28;179;73;69;2;67;44;48;55;70;68
30;185;78;69;2;42;41;45;42;69;70
33;177;74;69;2;67;67;65;70;66;74
30;173;72;69;3;70;72;53;66;30;65
29;162;64;69;3;91;61;59;77;27;66
30;185;79;69;2;64;28;40;44;70;71
30;176;66;69;3;75;67;56;71;32;56
19;185;75;68;2;75;50;62;70;67;70
19;173;70;68;3;72;66;69;73;51;67
18;171;60;68;3;86;63;58;78;26;40
18;192;90;68;2;62;27;45;50;68;72
18;176;71;68;2;81;52;69;67;64;67
19;184;74;68;3;79;70;62;66;28;54
19;174;65;68;4;82;66;58;77;27;47
20;173;73;68;3;93;52;63;70;61;77
19;184;75;68;2;69;34;35;48;71;68
20;183;75;68;4;77;63;62;71;26;51
21;177;78;68;2;84;67;55;65;38;69
20;181;72;68;3;73;68;51;66;30;67
20;187;80;68;2;71;53;63;66;61;76
20;180;74;68;3;79;66;59;73;29;59
19;171;65;68;3;77;64;65;73;25;43
20;184;80;68;3;72;60;71;70;54;70
18;180;71;68;3;68;70;47;71;28;52
19;190;81;68;2;66;52;61;64;65;73
20;186;78;68;2;63;58;62;68;66;69
19;168;62;68;3;88;54;60;73;49;50
21;176;69;68;3;78;67;65;71;26;48
21;181;77;68;2;77;25;59;66;65;65
20;172;71;68;3;83;62;59;73;26;46
20;175;72;68;2;81;60;65;71;63;65
21;195;93;68;2;60;68;45;59;32;78
20;182;76;68;3;82;69;44;68;28;71
21;183;70;68;2;70;52;64;70;69;56
18;182;74;68;2;73;63;68;69;25;53
19;187;72;68;2;65;59;67;62;66;69
21;170;74;68;2;72;59;64;71;63;78
21;194;88;68;2;49;25;36;29;75;74
22;186;82;68;3;57;76;71;64;53;64
22;175;74;68;3;77;58;65;72;45;62
22;180;85;68;3;76;66;51;71;30;72
21;183;78;68;2;79;50;60;71;68;74
21;163;64;68;4;85;63;62;76;29;40
21;168;65;68;3;78;61;64;69;31;44
20;163;62;68;3;91;53;64;70;41;57
22;186;75;68;2;75;69;50;67;29;73
20;177;67;68;2;73;64;64;72;35;43
22;167;62;68;3;70;56;64;75;28;39
20;177;64;68;3;69;64;67;74;40;45
20;184;79;68;3;69;56;66;70;63;67
20;179;70;68;2;83;68;66;74;66;72
19;190;76;68;2;66;34;50;47;68;72
21;172;72;68;3;88;64;63;72;32;60
21;177;71;68;4;82;63;59;73;34;70
21;183;81;68;2;68;65;50;67;29;67
23;182;79;68;3;58;49;65;69;66;69
23;194;89;68;2;64;44;48;60;70;70
22;178;72;68;2;72;50;67;68;66;66
22;180;76;68;2;73;34;62;55;66;72
21;185;77;68;2;69;68;60;67;27;67
23;180;70;68;3;65;62;66;74;27;55
21;182;74;68;2;58;43;55;64;65;73
21;182;77;68;3;77;63;65;74;27;53
22;173;74;68;3;88;66;55;71;33;64
20;190;85;68;2;64;30;50;49;67;74
23;181;68;68;3;80;69;58;70;29;54
22;177;73;68;3;77;67;62;73;29;73
22;182;77;68;2;70;52;60;63;63;78
22;177;69;68;3;61;64;70;70;49;64
21;173;72;68;3;71;66;62;76;65;64
22;180;75;68;2;79;50;56;65;69;76
21;178;66;68;3;79;61;69;76;52;69
23;175;77;68;2;67;55;65;71;66;65
21;185;75;68;3;64;62;70;67;54;70
20;176;70;68;3;87;68;54;71;25;69
20;176;70;68;3;83;64;56;73;26;69
22;173;68;68;4;70;51;64;75;25;43
20;178;69;68;3;75;60;63;74;39;62
23;180;72;68;3;71;63;66;70;60;73
22;177;71;68;3;71;63;68;71;65;66
23;178;74;68;2;78;58;67;72;65;67
24;187;80;68;3;73;67;60;67;28;69
24;192;71;68;2;69;67;62;69;33;60
24;180;82;68;4;91;68;61;70;38;69
22;179;73;68;3;81;52;68;73;65;61
23;174;66;68;3;77;63;60;74;27;53
24;182;79;68;3;83;65;59;70;29;64
23;190;82;68;3;67;68;53;66;33;75
23;167;68;68;3;74;69;46;74;30;55
21;180;70;68;2;75;67;54;68;39;67
21;170;63;68;3;77;64;54;73;29;55
22;183;73;68;2;75;62;66;70;30;58
22;182;75;68;2;67;33;49;53;68;72
22;183;73;68;2;63;56;58;60;70;74
23;182;88;68;3;73;67;59;71;29;74
23;176;64;68;2;79;57;64;66;68;60
19;178;70;68;5;81;66;62;76;42;58
21;178;72;68;4;77;64;62;73;32;58
22;194;77;68;3;83;65;62;72;33;62
22;186;77;68;3;79;61;66;70;39;74
20;174;66;68;2;63;47;69;72;45;58
23;190;78;68;3;77;66;54;70;27;73
22;178;71;68;2;76;53;65;66;67;70
22;182;73;68;2;68;42;60;61;67;70
23;179;74;68;2;79;69;50;65;27;68
22;196;95;68;2;69;70;47;54;28;78
22;175;74;68;3;73;67;63;75;28;61
19;179;70;68;3;81;49;58;70;66;70
21;180;76;68;4;77;58;63;76;29;59
22;182;65;68;3;78;60;66;73;35;59
22;176;67;68;2;75;28;62;66;69;62
20;185;83;68;2;73;56;50;54;65;81
24;180;81;68;2;67;46;61;65;68;79
22;185;80;68;4;74;65;68;77;31;60
22;179;80;68;2;73;58;67;70;52;57
23;182;78;68;2;61;51;62;68;67;78
20;185;79;68;2;67;24;42;39;70;70
23;171;71;68;4;85;62;60;70;29;63
25;180;75;68;3;67;56;65;74;68;62
24;192;85;68;2;47;25;35;35;68;79
23;177;76;68;3;88;63;60;70;39;63
21;181;77;68;2;83;67;50;68;32;63
24;176;72;68;5;79;56;60;77;31;58
24;182;74;68;2;81;57;64;65;67;76
23;194;90;68;2;43;43;48;51;68;75
23;196;88;68;2;53;48;48;37;69;72
23;191;91;68;2;39;27;43;39;68;78
26;193;84;68;2;68;34;44;39;69;75
25;183;78;68;2;56;62;70;65;64;72
23;188;87;68;2;62;44;60;51;66;81
24;193;85;68;2;54;38;42;48;68;76
25;180;75;68;2;79;54;63;68;72;76
24;172;65;68;3;83;59;66;74;32;56
22;174;70;68;4;81;60;64;76;30;52
23;173;73;68;3;92;67;55;73;32;74
21;178;65;68;3;69;60;68;74;29;50
23;165;56;68;3;85;61;60;74;25;44
23;184;76;68;2;70;55;68;60;67;73
23;182;70;68;3;85;56;63;70;44;67
21;178;70;68;2;83;67;63;73;49;62
20;188;83;68;2;69;36;45;52;71;75
25;170;76;68;2;75;69;71;69;59;63
21;170;67;68;4;78;63;66;75;27;39
21;171;69;68;3;88;51;57;73;27;58
24;179;69;68;2;83;43;65;71;66;63
22;186;79;68;2;71;44;60;62;68;72
22;190;75;68;2;67;30;36;42;71;72
24;180;77;68;2;76;60;62;70;56;75
22;173;74;68;2;85;66;55;70;29;61
22;185;70;68;2;63;49;55;58;70;66
23;185;76;68;2;67;57;64;68;63;78
21;186;81;68;2;64;31;49;50;70;73
22;190;87;68;2;67;28;49;41;68;77
22;182;74;68;3;66;66;60;71;26;62
20;172;73;68;3;80;62;65;70;65;71
21;171;67;68;3;87;46;59;72;64;70
20;181;85;68;2;60;37;46;58;67;73
21;188;77;68;2;62;30;50;49;69;66
25;172;71;68;3;78;73;57;69;28;54
22;180;70;68;3;86;63;60;70;27;59
20;179;72;68;2;69;31;58;58;70;71
22;171;66;68;2;91;65;64;71;64;66
23;182;79;68;2;69;45;57;62;67;77
23;167;67;68;3;90;64;57;74;28;55
20;171;64;68;2;71;58;68;67;64;69
22;178;76;68;4;91;66;60;72;33;62
21;177;72;68;3;74;65;70;71;53;67
23;172;67;68;2;69;46;68;66;67;67
24;184;75;68;2;78;55;65;68;68;72
22;182;70;68;2;72;62;66;67;66;68
24;176;74;68;2;73;30;49;61;69;71
24;184;75;68;2;66;52;65;64;65;67
20;179;75;68;2;75;66;54;69;37;66
22;171;72;68;3;81;67;59;72;29;54
23;190;83;68;2;61;70;58;63;35;69
21;186;81;68;2;72;36;55;57;67;73
20;177;74;68;3;74;69;65;70;24;56
24;180;80;68;3;73;70;54;62;37;73
26;184;77;68;2;68;65;54;64;30;61
26;186;77;68;2;66;38;61;60;63;76
25;178;80;68;2;73;44;52;67;67;76
22;178;73;68;3;70;59;68;68;64;71
26;177;65;68;3;83;54;63;69;58;66
25;190;81;68;3;73;45;55;64;68;77
25;169;74;68;2;73;59;66;68;66;77
23;180;73;68;3;86;64;60;72;35;60
22;174;66;68;3;85;46;54;74;66;63
24;193;85;68;2;55;32;52;59;69;70
22;186;87;68;4;78;65;57;69;37;77
24;182;78;68;3;66;66;65;70;42;63
24;187;82;68;3;66;68;55;65;36;70
24;179;71;68;2;74;60;69;69;64;60
22;183;73;68;2;75;67;66;71;27;58
25;191;88;68;2;53;70;50;56;29;78
23;190;84;68;2;65;35;52;57;71;69
24;188;85;68;2;68;44;41;41;70;71
24;195;88;68;2;57;29;34;43;70;79
25;173;65;68;4;92;54;59;76;32;59
23;177;73;68;3;74;60;65;68;65;73
22;168;62;68;2;88;59;63;70;37;50
23;174;69;68;3;80;58;65;73;67;67
23;177;69;68;4;81;64;56;74;32;44
24;177;76;68;3;86;59;62;74;26;62
22;191;73;68;2;64;47;62;61;68;71
23;178;73;68;3;66;60;67;71;48;58
23;173;76;68;2;71;37;58;62;67;74
23;173;70;68;3;72;59;66;71;61;68
25;171;70;68;3;70;66;67;70;56;64
24;187;78;68;2;68;45;54;49;71;69
22;157;61;68;3;83;69;52;78;30;47
22;191;78;68;2;64;69;50;59;35;75
22;168;65;68;3;89;46;62;75;64;57
21;186;83;68;2;60;32;44;43;68;72
25;182;78;68;2;62;59;68;65;54;75
21;178;74;68;2;72;38;53;60;67;77
24;185;81;68;3;72;70;59;67;29;69
24;180;82;68;3;64;69;71;68;29;73
25;183;77;68;2;66;41;61;52;68;76
22;186;72;68;2;67;25;38;49;68;75
23;187;82;68;2;60;28;35;44;70;72
22;165;70;68;3;69;47;71;72;64;59
23;183;82;68;2;67;44;54;55;70;76
23;176;73;68;2;64;50;68;65;65;68
23;183;81;68;2;80;49;65;65;64;76
25;186;80;68;2;56;54;62;61;63;78
22;174;75;68;3;75;57;66;67;63;75
22;182;72;68;3;67;59;65;71;43;65
22;173;78;68;3;77;65;65;71;40;67
20;180;73;68;4;82;61;62;70;29;64
22;188;79;68;2;68;32;50;61;68;81
25;188;82;68;2;52;40;56;50;70;65
22;175;69;68;3;80;60;62;74;30;49
26;175;71;68;3;81;64;65;70;27;59
26;184;73;68;2;73;56;61;64;69;68
26;183;78;68;3;75;63;65;73;30;65
25;186;83;68;4;87;60;61;72;33;66
25;182;74;68;2;72;34;52;45;68;74
27;182;67;68;4;81;61;63;71;48;65
26;176;69;68;3;77;68;65;69;64;76
26;176;74;68;2;75;63;69;70;56;51
24;187;86;68;2;55;62;61;64;69;77
26;176;69;68;4;85;60;65;69;57;64
27;186;80;68;2;66;60;68;66;40;71
24;180;78;68;2;62;61;68;69;53;65
25;183;74;68;2;68;70;67;69;59;68
25;177;72;68;3;81;67;61;74;29;64
24;186;83;68;2;67;66;54;64;33;67
27;178;70;68;2;84;62;61;69;53;70
26;179;73;68;3;76;64;65;70;27;57
25;181;69;68;2;71;52;61;62;66;74
23;178;68;68;3;88;64;59;72;28;68
24;176;72;68;3;75;65;60;74;29;60
25;167;64;68;4;92;68;62;75;28;54
24;181;74;68;2;68;31;60;53;69;71
26;194;82;68;2;62;32;49;38;69;75
24;180;78;68;2;84;60;62;69;46;66
26;190;80;68;2;51;41;51;45;68;79
27;175;69;68;3;76;54;65;62;65;71
22;185;81;68;4;71;64;66;69;29;71
23;182;75;68;3;77;68;57;69;27;68
24;178;70;68;2;78;35;54;62;68;76
23;186;76;68;3;69;63;68;66;61;71
23;182;71;68;4;75;64;66;75;33;62
23;190;78;68;2;70;42;62;50;70;69
25;180;76;68;2;73;25;48;47;69;77
26;183;81;68;2;57;57;51;49;66;75
24;179;78;68;2;71;66;68;68;60;75
25;187;87;68;2;57;34;46;49;65;78
20;165;67;68;2;76;61;67;71;64;68
24;190;88;68;2;67;30;57;57;67;82
20;172;73;68;3;80;62;60;71;28;51
26;183;81;68;3;81;61;60;71;31;73
24;179;72;68;3;83;64;61;74;25;50
23;182;65;68;4;84;57;63;69;24;59
25;171;65;68;3;71;68;61;70;32;62
24;185;81;68;2;72;68;61;69;28;70
23;188;80;68;2;63;66;62;66;36;75
22;187;82;68;2;53;71;51;63;39;77
27;187;77;68;2;60;29;48;53;70;71
24;174;71;68;3;82;64;53;68;29;62
26;175;74;68;3;86;68;60;66;38;71
23;186;79;68;2;75;34;57;55;70;76
23;173;63;68;3;77;52;66;72;33;60
24;184;77;68;2;71;62;65;69;52;76
23;177;77;68;2;65;62;63;65;65;79
24;186;86;68;2;67;66;36;64;30;65
25;170;70;68;3;79;64;63;70;39;70
24;171;73;68;2;77;49;56;67;65;69
24;181;63;68;3;82;69;53;71;28;61
21;186;77;68;2;63;37;62;54;63;62
27;184;76;68;2;62;47;63;58;69;68
26;182;74;68;3;78;68;65;69;26;57
27;168;71;68;4;85;67;63;73;32;72
25;177;78;68;3;78;69;62;70;26;58
26;183;75;68;2;64;56;66;65;66;70
26;176;69;68;3;81;55;61;73;30;70
26;187;81;68;3;66;61;68;68;54;66
27;184;80;68;2;81;56;64;67;65;77
26;193;87;68;2;73;59;61;55;66;83
25;182;68;68;2;69;52;66;66;58;73
25;188;77;68;2;69;63;67;67;60;78
24;173;63;68;3;87;57;61;74;40;60
24;191;86;68;3;71;65;69;66;57;68
25;182;76;68;3;69;56;62;64;65;79
26;184;75;68;3;70;67;52;64;32;65
24;174;66;68;2;75;54;63;67;66;73
23;194;78;68;2;58;29;41;47;66;76
24;186;90;68;3;75;62;62;72;31;79
25;193;86;68;2;72;68;46;61;31;74
24;187;80;68;2;70;46;60;56;64;78
24;179;75;68;2;70;49;66;70;64;71
24;180;75;68;3;78;67;53;71;28;63
23;175;67;68;3;85;54;64;71;37;49
27;176;72;68;3;90;61;55;73;40;73
25;184;77;68;2;78;58;61;66;66;73
25;182;73;68;2;69;58;68;68;59;72
25;182;70;68;3;83;63;63;70;36;65
25;167;64;68;2;81;51;63;71;65;63
22;173;72;68;3;87;53;62;72;36;58
26;174;74;68;3;65;62;67;73;25;61
22;174;65;68;4;77;61;62;75;31;53
23;189;77;68;2;66;56;58;59;69;78
24;175;69;68;3;67;57;65;71;37;46
25;185;76;68;3;73;69;64;69;39;68
25;177;80;68;2;81;49;63;68;65;73
23;181;69;68;3;68;45;61;59;66;66
24;174;69;68;4;87;61;59;72;30;52
21;182;78;68;3;67;66;56;69;29;59
24;187;84;68;2;63;47;36;45;71;74
25;180;77;68;3;79;63;67;66;54;63
24;178;74;68;3;79;64;63;72;31;64
25;181;72;68;2;75;44;51;63;70;69
26;169;61;68;3;70;64;67;69;33;48
26;166;61;68;3;80;68;47;72;31;62
24;187;80;68;2;84;36;56;62;68;73
25;174;69;68;3;85;63;63;74;33;47
26;170;67;68;2;84;58;63;71;32;57
22;178;70;68;3;75;64;69;69;35;55
23;188;77;68;4;89;66;48;65;34;73
25;182;78;68;2;64;32;43;45;68;72
26;185;80;68;2;71;64;59;71;27;68
26;171;66;68;4;80;60;64;74;35;56
23;181;73;68;3;79;67;63;69;48;69
24;175;70;68;3;71;70;63;68;37;60
27;190;84;68;3;61;66;51;63;29;72
25;165;63;68;4;92;63;67;71;34;46
23;178;72;68;3;79;64;62;72;26;51
27;172;68;68;4;79;58;65;71;28;55
27;185;84;68;2;74;59;65;64;66;74
27;164;60;68;4;80;59;62;72;56;68
27;179;72;68;3;79;58;61;71;66;73
26;180;74;68;4;80;64;64;74;42;57
26;181;74;68;3;76;70;66;69;35;71
27;176;72;68;2;66;45;66;65;69;66
25;176;80;68;2;80;44;67;65;67;74
27;187;81;68;3;85;68;65;68;35;67
26;165;60;68;3;90;62;63;70;25;42
26;187;76;68;2;50;26;43;46;67;79
26;175;73;68;2;64;40;57;59;67;77
25;190;79;68;3;82;65;63;69;33;71
26;177;72;68;3;76;58;70;74;50;69
25;178;70;68;3;72;63;66;70;58;67
27;168;65;68;2;84;43;63;65;64;58
26;181;86;68;2;72;69;59;67;37;71
25;171;71;68;3;89;60;64;64;37;66
25;179;72;68;2;78;41;59;59;67;73
27;185;74;68;3;78;67;72;70;51;66
25;185;88;68;2;65;37;57;60;64;79
26;192;89;68;2;51;27;40;39;67;76
26;184;79;68;2;58;53;63;59;69;69
25;174;62;68;3;74;59;63;67;64;78
26;180;75;68;3;88;70;51;68;35;63
25;174;75;68;2;74;52;61;63;68;72
25;189;86;68;2;59;56;67;66;62;78
26;173;72;68;4;66;62;68;70;50;68
27;171;72;68;3;76;56;64;74;30;57
25;176;76;68;2;64;48;58;59;66;73
26;184;79;68;2;66;69;63;68;38;66
26;175;68;68;2;75;47;59;64;68;72
25;181;82;68;2;78;53;69;70;64;69
25;194;85;68;2;58;31;42;50;68;72
27;180;75;68;3;85;64;62;70;52;67
26;178;74;68;3;72;59;70;61;65;65
25;182;79;68;2;70;60;58;61;68;80
26;185;73;68;2;75;42;62;63;69;72
24;173;71;68;3;79;55;62;71;43;69
23;172;73;68;3;74;65;65;70;49;61
25;178;74;68;2;68;47;67;65;66;72
26;185;80;68;3;73;66;57;66;35;74
24;197;90;68;2;68;32;40;39;68;74
24;186;82;68;2;56;60;68;68;56;75
